part.a,part.b,dist,soil,ffreq,mean,sd,x,y
1,0,0.0593662,1,1,6.59095297906335,0.35788012918021,181060,333500
1,0,0.0812247,1,1,6.46762812136539,0.356122183391028,181100,333500
1,0,0.103029,1,1,6.34363211194648,0.351863070553921,181140,333500
1,0,0.135698,1,1,6.18081156992827,0.351763065263996,181180,333500
1,0,0.146578,1,1,6.07145480058033,0.357825809798345,181220,333500
1,0,0.168339,2,1,5.93131896319346,0.357916365745855,181260,333500
1,0,0.190094,2,1,5.8098921843861,0.355709148351083,181300,333500
1,0,0.206375,2,1,5.77473302180226,0.379848793342262,181340,333500
1,0,0.00135803,1,1,6.83659785386338,0.384903514467717,180940,333460
1,0,0.0316663,1,1,6.69526402290812,0.374043376626139,180980,333460
1,0,0.0593636,1,1,6.55902693137712,0.366030416333882,181020,333460
1,0,0.0812247,1,1,6.44078614921129,0.362203643138503,181060,333460
1,0,0.103029,1,1,6.324014292529,0.360030190947155,181100,333460
1,0,0.12481,1,1,6.20601826554616,0.357467422116079,181140,333460
1,0,0.146578,1,1,6.0838239040236,0.35677978575812,181180,333460
1,0,0.179213,2,1,5.92664497396478,0.357728077612469,181220,333460
1,0,0.190094,2,1,5.83390689314029,0.355091948344546,181260,333460
1,0,0.211846,2,1,5.72943994578105,0.353444368694131,181300,333460
1,0,0.233596,2,1,5.68196614125927,0.372895464857465,181340,333460
1,0,0,1,1,6.85481943770169,0.382645907471545,180900,333420
1,0,0.0122243,1,1,6.75432053735081,0.375186947024744,180940,333420
1,0,0.0484884,1,1,6.57383601489402,0.366964466228199,180980,333420
1,0,0.0756869,1,1,6.42223621471874,0.359924263326882,181020,333420
1,0,0.103027,1,1,6.28755276874444,0.358286034610971,181060,333420
1,0,0.12481,2,1,6.18036028830997,0.357738531127212,181100,333420
1,0,0.146578,2,1,6.0739201645661,0.354413795510289,181140,333420
1,0,0.168339,2,1,5.96621174089849,0.353508977138315,181180,333420
1,0,0.190094,2,1,5.85985594017954,0.356591755946555,181220,333420
1,0,0.222715,2,1,5.73019932716306,0.357785922055329,181260,333420
1,0,0.233596,2,1,5.68354152665486,0.36041509648094,181300,333420
1,0,0.255343,2,1,5.63227628757242,0.371950249743042,181340,333420
1,0,0.275265,2,1,5.60121911043768,0.389996119812789,181380,333420
1,0,0,1,1,6.88510126606482,0.371248628792325,180860,333380
1,0,0.0054321,1,1,6.81162730480559,0.364537994308104,180900,333380
1,0,0.0373369,1,1,6.63449008069609,0.362834939646229,180940,333380
1,0,0.0593662,1,1,6.47335381313632,0.356004215336494,180980,333380
1,0,0.0921516,1,1,6.27971046350267,0.343991895267013,181020,333380
1,0,0.119308,1,1,6.15462835048301,0.348790137021947,181060,333380
1,0,0.146576,2,1,6.04591827638898,0.352355263361341,181100,333380
1,0,0.168339,2,1,5.95122899277329,0.34538695060355,181140,333380
1,0,0.190094,2,1,5.85804740290441,0.342495044692546,181180,333380
1,0,0.211846,2,1,5.77123591072522,0.353282235691271,181220,333380
1,0,0.233596,2,1,5.69422963073195,0.355626748436338,181260,333380
1,0,0.266209,2,1,5.60223319255506,0.356172456361603,181300,333380
1,0,0.27709,2,1,5.58941049698105,0.365422427068913,181340,333380
1,0,0.298835,2,1,5.55394779071058,0.382022928268174,181380,333380
1,0,0.326079,2,1,5.50319113713403,0.401306943264974,181420,333380
1,0,0,1,1,6.8677231799565,0.347883360647911,180860,333340
1,0,0.0264645,1,1,6.72071185030802,0.347413225896674,180900,333340
1,0,0.0537889,1,1,6.54221484802473,0.352845630004659,180940,333340
1,0,0.081222,1,1,6.35857593741365,0.349240121596771,180980,333340
1,0,0.103029,1,1,6.19677282027584,0.341172995582046,181020,333340
1,0,0.1357,1,1,6.05195574179149,0.345910139685444,181060,333340
1,0,0.162853,2,1,5.94423938207589,0.350472225652921,181100,333340
1,0,0.190091,2,1,5.83980750637833,0.347700088184052,181140,333340
1,0,0.211846,2,1,5.75762361089288,0.347512025568708,181180,333340
1,0,0.233596,2,1,5.68570945979486,0.353504744215317,181220,333340
1,0,0.255343,2,1,5.6261218519696,0.351800185712423,181260,333340
1,0,0.27709,2,1,5.58104209186626,0.341324669592338,181300,333340
1,0,0.309699,2,1,5.51623649172562,0.35415832963672,181340,333340
1,0,0.32058,2,1,5.51833683965513,0.37147503932897,181380,333340
1,0,0.342324,2,1,5.48343107282665,0.390785890853007,181420,333340
1,0,0,1,1,6.84716136858864,0.361119559312575,180820,333300
1,0,0.0054321,1,1,6.7962190481522,0.34770683396476,180860,333300
1,0,0.0373369,1,1,6.63189234948988,0.346163357489195,180900,333300
1,0,0.0703468,1,1,6.44404672779196,0.346481765177481,180940,333300
1,0,0.0975136,1,1,6.27187823628968,0.344181466571164,180980,333300
1,0,0.124808,1,1,6.11012271121066,0.343845658419113,181020,333300
1,0,0.146578,1,1,5.98874569392529,0.34569517728051,181060,333300
1,0,0.179216,1,1,5.85607471026311,0.348979738484119,181100,333300
1,0,0.20637,2,1,5.75173618493758,0.351493623195967,181140,333300
1,0,0.233593,2,1,5.65951198345394,0.354305025313906,181180,333300
1,0,0.255343,2,1,5.59767778564278,0.356462032648713,181220,333300
1,0,0.27709,2,1,5.55190703238851,0.353843844719079,181260,333300
1,0,0.298835,2,1,5.52163085477049,0.347530026529023,181300,333300
1,0,0.32058,2,1,5.503505389038,0.351227234462641,181340,333300
1,0,0.353186,2,1,5.45602305481796,0.359782423800431,181380,333300
1,0,0.364067,2,1,5.45200134336662,0.378731027166819,181420,333300
1,0,0.380356,2,2,5.41908569707095,0.405047643974137,181460,333300
1,0,0,1,1,6.79858745855014,0.346563513973212,180820,333260
1,0,0.0264645,1,1,6.66994085655231,0.344039991525009,180860,333260
1,0,0.0537889,1,1,6.51311005773113,0.346467784957774,180900,333260
1,0,0.081222,1,1,6.35239748637309,0.340372425779054,180940,333260
1,0,0.113932,1,1,6.17853304272697,0.332641117360698,180980,333260
1,0,0.141086,1,1,6.02632299648942,0.337923093792694,181020,333260
1,0,0.168336,1,1,5.89213504159093,0.336477760319701,181060,333260
1,0,0.190094,2,1,5.78660730775175,0.340698434771918,181100,333260
1,0,0.222718,2,1,5.66534833519847,0.346942913153324,181140,333260
1,0,0.249874,2,1,5.5766051207549,0.35335726649912,181180,333260
1,0,0.277087,2,1,5.50505962561041,0.356570408169255,181220,333260
1,0,0.298835,2,1,5.46949869763725,0.357159978659066,181260,333260
1,0,0.32058,2,1,5.4521300490183,0.356447869282621,181300,333260
1,0,0.342324,2,1,5.44803181538603,0.354813872765132,181340,333260
1,0,0.364067,2,1,5.45472033014837,0.347552985365114,181380,333260
1,0,0.396672,2,2,5.38194052592582,0.371344235174145,181420,333260
1,0,0.407552,2,2,5.35859926158856,0.402283170537736,181460,333260
1,0,0,1,1,6.72521132743714,0.366582582258682,180780,333220
1,0,0.0054321,1,1,6.69115013629209,0.34809904606348,180820,333220
1,0,0.0373369,1,2,6.54642922128551,0.346081532205623,180860,333220
1,0,0.0703468,1,1,6.38047105705173,0.348343072376064,180900,333220
1,0,0.0975136,1,1,6.23171099344949,0.34351666028511,180940,333220
1,0,0.124808,1,1,6.0852130144311,0.33689101273566,180980,333220
1,0,0.157461,1,1,5.92995959138024,0.334503113982499,181020,333220
1,0,0.184614,1,1,5.80458737035187,0.32732490420883,181060,333220
1,0,0.211843,2,1,5.68341148800997,0.33016821834455,181100,333220
1,0,0.233596,2,1,5.59540077244493,0.337466841897674,181140,333220
1,0,0.266212,2,1,5.49362623921149,0.347596168183532,181180,333220
1,0,0.29337,2,1,5.42445752314778,0.350591794045166,181220,333220
1,0,0.320577,2,1,5.3811573719794,0.355180439434258,181260,333220
1,0,0.342324,2,1,5.37434015041013,0.36098040112536,181300,333220
1,0,0.364067,2,1,5.37529811196462,0.363980551594126,181340,333220
1,0,0.38581,2,1,5.37232421555482,0.366951502458602,181380,333220
1,0,0.407552,2,2,5.34573791567739,0.382814451022292,181420,333220
1,0,0.440156,2,2,5.27082133112546,0.407900194746572,181460,333220
1,0,0.456516,2,2,5.24019882969643,0.432065695901381,181500,333220
1,0,0,1,1,6.63034776293122,0.362397723458762,180780,333180
1,0,0.0264645,1,1,6.51694237939587,0.352174780510196,180820,333180
1,0,0.0537889,1,2,6.38844709911281,0.34890748638771,180860,333180
1,0,0.081222,1,1,6.25398849978468,0.350152434475858,180900,333180
1,0,0.113932,1,1,6.10386686656935,0.348276357340587,180940,333180
1,0,0.141086,1,1,5.97020558419564,0.340103613801165,180980,333180
1,0,0.168336,1,1,5.84221665943209,0.332940297113677,181020,333180
1,0,0.200968,1,1,5.71144447871685,0.337393890812793,181060,333180
1,0,0.228123,2,1,5.60225121941691,0.338696025521756,181100,333180
1,0,0.255341,2,1,5.5033153726648,0.340748008089514,181140,333180
1,0,0.27709,2,1,5.43221788445448,0.342070415460832,181180,333180
1,0,0.309702,2,1,5.34222463045883,0.337305585141592,181220,333180
1,0,0.336861,2,1,5.31024624996924,0.34865679465477,181260,333180
1,0,0.364064,2,1,5.2981752444358,0.364152011744453,181300,333180
1,0,0.38581,2,1,5.30036209339324,0.374171400023145,181340,333180
1,0,0.407552,2,2,5.29384009808033,0.383497408421286,181380,333180
1,0,0.429295,2,2,5.27371486110855,0.397564764485318,181420,333180
1,0,0.451037,2,2,5.24083153137944,0.416661483544908,181460,333180
1,0,0.483639,2,2,5.16995941143296,0.437885490467475,181500,333180
1,0,0.5,2,2,5.14464324595654,0.45779698914877,181540,333180
1,0,0.0054321,1,1,6.5198979981649,0.352042758917789,180780,333140
1,0,0.0373369,1,1,6.37939801806655,0.347236305923343,180820,333140
1,0,0.0703468,1,2,6.2305356851069,0.341797544825859,180860,333140
1,0,0.0975136,1,1,6.11259130213076,0.34853454761903,180900,333140
1,0,0.124808,1,1,5.99557627618958,0.351469737710135,180940,333140
1,0,0.157461,1,1,5.86108053322394,0.345137008763445,180980,333140
1,0,0.184614,1,1,5.74696862382425,0.339053197346063,181020,333140
1,0,0.211843,1,1,5.64381282838776,0.345519334680069,181060,333140
1,0,0.244466,2,1,5.53036958118423,0.348279500892465,181100,333140
1,0,0.271622,2,1,5.439032967424,0.3457346243264,181140,333140
1,0,0.298832,2,1,5.35559537343279,0.337769754996157,181180,333140
1,0,0.32058,2,1,5.30964814310169,0.337919093060595,181220,333140
1,0,0.353189,2,1,5.26610461275308,0.352166069392554,181260,333140
1,0,0.38035,2,1,5.25277376709115,0.369158831363812,181300,333140
1,0,0.40755,2,2,5.23664496189432,0.382191147735986,181340,333140
1,0,0.429295,2,2,5.22831609030813,0.394066482997752,181380,333140
1,0,0.451037,2,2,5.21015096261683,0.407967950437164,181420,333140
1,0,0.472778,2,2,5.18259669191271,0.424729910647461,181460,333140
1,0,0.49452,2,2,5.14827748275036,0.443164605720224,181500,333140
1,0,0.521728,2,2,5.09491589161914,0.462049154466044,181540,333140
1,0,0,1,1,6.50994624485497,0.35313303641201,180740,333100
1,0,0.0122243,1,1,6.42071711995605,0.342533691785777,180780,333100
1,0,0.0537778,1,2,6.24839231249293,0.346263910129722,180820,333100
1,0,0.0812194,1,2,6.11402758570393,0.341098180135429,180860,333100
1,0,0.113932,1,2,5.98886720120112,0.351150009688742,180900,333100
1,0,0.141086,1,1,5.88379793794408,0.356103763297862,180940,333100
1,0,0.168336,1,2,5.77915473733182,0.353116930389477,180980,333100
1,0,0.200968,1,2,5.66355138308622,0.349438632305973,181020,333100
1,0,0.228123,1,1,5.57138294965468,0.351320198834154,181060,333100
1,0,0.255341,2,1,5.48550785727508,0.353871860264906,181100,333100
1,0,0.287957,2,1,5.38962807131199,0.35093378046886,181140,333100
1,0,0.315116,2,1,5.31735545565564,0.341161467336356,181180,333100
1,0,0.342321,2,1,5.27093843410627,0.347546975889906,181220,333100
1,0,0.364067,2,1,5.26053012481329,0.361748564697284,181260,333100
1,0,0.396675,2,1,5.22484272470607,0.375098405043354,181300,333100
1,0,0.423837,2,2,5.20326762315451,0.387112162721719,181340,333100
1,0,0.451034,2,2,5.1759091353962,0.399440063419598,181380,333100
1,0,0.472778,2,2,5.15688972256431,0.413596814233459,181420,333100
1,0,0.49452,2,2,5.13098207722357,0.42995466330484,181460,333100
1,0,0.516261,2,2,5.09922278845607,0.447669166456397,181500,333100
1,0,0,1,1,6.52440877333916,0.37062293563623,180700,333060
1,0,0.0054321,1,1,6.44725953588623,0.358058500496225,180740,333060
1,0,0.0373369,1,1,6.29400608589786,0.35401489396081,180780,333060
1,0,0.0593662,1,2,6.17507493828981,0.356305886451982,180820,333060
1,0,0.0975026,1,2,6.01755907321933,0.357825943617103,180860,333060
1,0,0.124805,1,2,5.9047478826578,0.360915642460201,180900,333060
1,0,0.157461,1,2,5.78647895423365,0.361511618111798,180940,333060
1,0,0.184614,1,2,5.69068238677203,0.35599847671166,180980,333060
1,0,0.211843,1,2,5.60181875675437,0.34716375358127,181020,333060
1,0,0.244466,1,1,5.50680131208096,0.349779456554793,181060,333060
1,0,0.271622,1,1,5.4352877696482,0.356494423865947,181100,333060
1,0,0.298832,2,1,5.37016734392802,0.357860735789862,181140,333060
1,0,0.331446,2,1,5.29914233532648,0.356996701496388,181180,333060
1,0,0.358606,2,1,5.2593052503772,0.36109325087474,181220,333060
1,0,0.385807,2,3,5.23160435770914,0.369473635763407,181260,333060
1,0,0.407552,2,3,5.22450840202246,0.378175074362387,181300,333060
1,0,0.440159,2,1,5.18245014335448,0.387499362435877,181340,333060
1,0,0.467322,2,2,5.15083850874998,0.399348911705969,181380,333060
1,0,0.494517,2,2,5.11338741280513,0.414675545325992,181420,333060
1,0,0.516261,2,2,5.08663515101637,0.432188679878355,181460,333060
1,0,0.532553,2,2,5.07110924617286,0.450292201022491,181500,333060
1,0,0,1,1,6.50142182057762,0.360856580100789,180700,333020
1,0,0.0264645,1,1,6.35382788327134,0.35884433259509,180740,333020
1,0,0.0537889,1,2,6.20687582910744,0.361938564302035,180780,333020
1,0,0.081222,1,2,6.06855656038795,0.365539823680007,180820,333020
1,0,0.103029,1,2,5.95880560254148,0.36769714864431,180860,333020
1,0,0.141075,1,2,5.81600626999791,0.36821200535884,180900,333020
1,0,0.168333,1,2,5.71666761950749,0.365860315438816,180940,333020
1,0,0.200968,1,2,5.61228315585686,0.358329040318738,180980,333020
1,0,0.228123,1,2,5.53313585162356,0.344244313264842,181020,333020
1,0,0.255341,1,1,5.46577636758669,0.348860676512884,181060,333020
1,0,0.287957,1,1,5.39259578226544,0.357682261258652,181100,333020
1,0,0.315116,2,1,5.34180807778883,0.360882947006551,181140,333020
1,0,0.342321,2,1,5.29818130269117,0.363258454601912,181180,333020
1,0,0.374932,2,1,5.24825833381667,0.367545569363032,181220,333020
1,0,0.402094,2,3,5.22151741612357,0.372452594047512,181260,333020
1,0,0.429292,2,3,5.19758025745019,0.376421059387052,181300,333020
1,0,0.451037,2,1,5.18597997260253,0.381573534041347,181340,333020
1,0,0.483642,2,2,5.13497842025081,0.393421508832356,181380,333020
1,0,0.510806,2,2,5.09382000424585,0.411690215926524,181420,333020
1,0,0.537999,2,2,5.0488128420099,0.432317394000047,181460,333020
1,0,0,1,1,6.55270281009814,0.359411844717789,180660,332980
1,0,0.0122243,1,1,6.45479908204111,0.341625180084313,180700,332980
1,0,0.0373395,1,2,6.29626658636415,0.354625693294779,180740,332980
1,0,0.0703468,1,2,6.12806678332058,0.364326297964102,180780,332980
1,0,0.0975136,1,2,5.98911725227143,0.369782168295994,180820,332980
1,0,0.124808,1,2,5.86240072083417,0.371387640008305,180860,332980
1,0,0.146578,1,2,5.76701579772366,0.370291321402148,180900,332980
1,0,0.184603,1,2,5.64076679979613,0.367529349090824,180940,332980
1,0,0.211841,1,2,5.55978733104963,0.362973840330815,180980,332980
1,0,0.244466,1,2,5.47575046759768,0.357699023125202,181020,332980
1,0,0.271622,1,2,5.41930166278037,0.356979246041853,181060,332980
1,0,0.298832,2,2,5.37259110187998,0.357763959717749,181100,332980
1,0,0.331446,2,1,5.318012494744,0.356973708491016,181140,332980
1,0,0.358606,2,1,5.28282122388563,0.360388483211667,181180,332980
1,0,0.385807,2,3,5.25195696785381,0.367096607932226,181220,332980
1,0,0.418417,2,3,5.21102611657806,0.371312808635352,181260,332980
1,0,0.44558,2,3,5.18778370639303,0.370658054167232,181300,332980
1,0,0.472776,2,1,5.16189257842413,0.368506773146052,181340,332980
1,0,0.49452,2,2,5.14083576939761,0.382078399785618,181380,332980
1,0,0.527124,2,2,5.07998357848167,0.407393932386803,181420,332980
1,0,0.543478,2,2,5.06305041373594,0.431561210567861,181460,332980
1,0,0,1,1,6.53162126137924,0.352725493789243,180660,332940
1,0,0.0316606,1,1,6.36296810883987,0.343251852183094,180700,332940
1,0,0.059361,1,2,6.20269495117421,0.353002332846675,180740,332940
1,0,0.0812247,1,2,6.06904758639535,0.364355163487739,180780,332940
1,0,0.113932,1,2,5.91631373184151,0.370046046117892,180820,332940
1,0,0.141086,1,2,5.7912988856413,0.369740044934085,180860,332940
1,0,0.168336,1,2,5.67973342928337,0.365912872996915,180900,332940
1,0,0.190094,1,2,5.60365843277563,0.363535425019061,180940,332940
1,0,0.228112,1,2,5.50032881828587,0.363577844888631,180980,332940
1,0,0.255338,1,2,5.44218232870221,0.363002061572311,181020,332940
1,0,0.287957,1,2,5.37973752866447,0.360775987117948,181060,332940
1,0,0.315116,2,2,5.34308337071402,0.355059611202949,181100,332940
1,0,0.342321,2,2,5.31473432288553,0.344393009443022,181140,332940
1,0,0.374932,2,2,5.26896772295516,0.350816468910314,181180,332940
1,0,0.402094,2,3,5.23944500261558,0.363916414343939,181220,332940
1,0,0.429292,2,3,5.21481194306154,0.370177517653583,181260,332940
1,0,0.4619,2,3,5.17619644370501,0.368457648280596,181300,332940
1,0,0.489064,2,1,5.15255297627295,0.35780813470703,181340,332940
1,0,0.516258,2,2,5.1151278639436,0.37699836904401,181380,332940
1,0,0.538002,2,2,5.0836887924804,0.407799792697171,181420,332940
1,0,0,1,1,6.59947996205793,0.359649016575013,180620,332900
1,0,0.0054321,1,1,6.49631490873247,0.345638416847614,180660,332900
1,0,0.0373369,1,2,6.3095062351627,0.3375870803624,180700,332900
1,0,0.0756759,1,2,6.12897107976899,0.35123933383986,180740,332900
1,0,0.103024,1,2,5.98690235719717,0.36381656354847,180780,332900
1,0,0.12481,1,2,5.86798592005636,0.368476799800083,180820,332900
1,0,0.157461,1,2,5.72783122146992,0.364904149756297,180860,332900
1,0,0.184614,1,3,5.61601259680635,0.354630649905527,180900,332900
1,0,0.211843,1,3,5.52702638425099,0.351449241040754,180940,332900
1,0,0.233596,1,3,5.48061525785871,0.358739011137595,180980,332900
1,0,0.271611,1,3,5.40087618834068,0.361980240611751,181020,332900
1,0,0.29883,2,2,5.36234898632831,0.360244322212457,181060,332900
1,0,0.331446,2,2,5.31681470268886,0.353111308021614,181100,332900
1,0,0.358606,2,1,5.29296464139124,0.343319515099596,181140,332900
1,0,0.385807,2,3,5.2671173217198,0.348946099711106,181180,332900
1,0,0.418417,2,3,5.22493263297506,0.363059967384449,181220,332900
1,0,0.44558,2,3,5.2010975226476,0.372576362806401,181260,332900
1,0,0.472776,2,3,5.17752081794624,0.37633581132955,181300,332900
1,0,0.505383,2,3,5.13489781440414,0.379235103781137,181340,332900
1,0,0.532548,2,3,5.09907433550827,0.393750048970681,181380,332900
1,0,0.554289,2,2,5.06791597618423,0.41755141777547,181420,332900
1,0,0,1,1,6.60310803439178,0.342496336830905,180620,332860
1,0,0.0264645,1,1,6.433559062376,0.339856979700942,180660,332860
1,0,0.0537889,1,2,6.25772518758797,0.339625163278584,180700,332860
1,0,0.081222,1,2,6.10792926756953,0.352993182449141,180740,332860
1,0,0.119297,1,2,5.93539012515609,0.364214455784965,180780,332860
1,0,0.146573,1,2,5.8013876942308,0.367263930383876,180820,332860
1,0,0.168339,1,2,5.69369936431183,0.361586002389236,180860,332860
1,0,0.200968,1,3,5.56654164259516,0.347913677517597,180900,332860
1,0,0.228123,1,3,5.48156881745143,0.343311407045164,180940,332860
1,0,0.255341,1,3,5.42607808123658,0.352789432278326,180980,332860
1,0,0.27709,1,3,5.39925461969322,0.357202792138639,181020,332860
1,0,0.315105,2,3,5.33522352173383,0.35671133418316,181060,332860
1,0,0.342318,2,2,5.31012278151695,0.350283024129568,181100,332860
1,0,0.374932,2,1,5.27296624381802,0.34251869262331,181140,332860
1,0,0.402094,2,3,5.24940675107565,0.34863263543432,181180,332860
1,0,0.429292,2,3,5.22472479996294,0.363675036529613,181220,332860
1,0,0.4619,2,3,5.18544444463975,0.377452109399317,181260,332860
1,0,0.489064,2,3,5.16085246996331,0.387815855422326,181300,332860
1,0,0.516258,2,3,5.13144078583397,0.397909361186955,181340,332860
1,0,0.548865,2,3,5.07903087385208,0.412669093211322,181380,332860
1,0,0.00135803,1,1,6.6057007861447,0.344928079652111,180620,332820
1,0,0.0316663,1,2,6.42686856361579,0.343943025524716,180660,332820
1,0,0.0703387,1,2,6.22383186172152,0.349100272636091,180700,332820
1,0,0.0975136,1,2,6.06854465808591,0.357470119412175,180740,332820
1,0,0.124808,1,2,5.92592712209091,0.364996578256112,180780,332820
1,0,0.162842,1,2,5.76118754241678,0.366583384864431,180820,332820
1,0,0.190089,1,2,5.64107794012045,0.360658697447474,180860,332820
1,0,0.211846,1,2,5.55314595685837,0.3507683323544,180900,332820
1,0,0.244466,1,2,5.4555179306358,0.345957396537159,180940,332820
1,0,0.271622,1,2,5.39768482078197,0.346364851956682,180980,332820
1,0,0.298832,2,1,5.35737960828422,0.348427520453524,181020,332820
1,0,0.32058,2,3,5.34397302375808,0.351509303791427,181060,332820
1,0,0.358595,2,3,5.2914542508004,0.34626994048232,181100,332820
1,0,0.385804,2,3,5.27477582620225,0.330582211847427,181140,332820
1,0,0.418417,2,1,5.23560282291733,0.342637204180102,181180,332820
1,0,0.44558,2,3,5.20827496204979,0.364055214628781,181220,332820
1,0,0.472776,2,3,5.18229357830026,0.383048377508903,181260,332820
1,0,0.505383,2,3,5.1405166701174,0.39871387057873,181300,332820
1,0,0.532548,2,3,5.10948016369494,0.412964963279801,181340,332820
1,0,0.554289,2,2,5.08735272491406,0.428108507246425,181380,332820
1,0,0,1,1,6.69797871262156,0.357866614182895,180580,332780
1,0,0.0054321,1,1,6.60145729393985,0.348412524153022,180620,332780
1,0,0.0484831,1,2,6.38121434600116,0.345443525605853,180660,332780
1,0,0.0756869,1,1,6.2076137398798,0.348520494179374,180700,332780
1,0,0.113924,1,2,6.01998983533609,0.35637778797646,180740,332780
1,0,0.141086,1,2,5.88293754783655,0.363941218992306,180780,332780
1,0,0.168336,2,2,5.75692793217926,0.365428336044168,180820,332780
1,0,0.206359,2,2,5.60950049122845,0.35852992912257,180860,332780
1,0,0.23359,2,1,5.5096154306302,0.345225875486953,180900,332780
1,0,0.255343,2,1,5.44513587082084,0.340060729103899,180940,332780
1,0,0.287957,2,1,5.37090627304671,0.337602270383896,180980,332780
1,0,0.315116,2,1,5.33206861217185,0.335852244743573,181020,332780
1,0,0.342321,2,3,5.30543329854904,0.348787504427634,181060,332780
1,0,0.364067,2,3,5.30239907589677,0.348672842850127,181100,332780
1,0,0.402083,2,3,5.25655338204901,0.339140848787952,181140,332780
1,0,0.429289,2,1,5.23614170812606,0.340755026604108,181180,332780
1,0,0.4619,2,3,5.18826536364426,0.368036026612188,181220,332780
1,0,0.489064,2,3,5.15892025303442,0.390313486913216,181260,332780
1,0,0.516258,2,3,5.13114121661153,0.408813810618535,181300,332780
1,0,0.548865,2,3,5.08283734394752,0.425617403427365,181340,332780
1,0,0,1,2,6.71730024441048,0.347057842275519,180580,332740
1,0,0.0264645,1,1,6.55075309374676,0.340546376724664,180620,332740
1,0,0.0537889,1,1,6.36350762481128,0.336152956927303,180660,332740
1,0,0.0921435,1,1,6.1398845413697,0.336340808903844,180700,332740
1,0,0.119308,1,2,5.98916097263095,0.349073715800448,180740,332740
1,0,0.157453,1,2,5.83194081215231,0.361296482038108,180780,332740
1,0,0.184614,1,2,5.71727528761052,0.364869079350767,180820,332740
1,0,0.211843,2,1,5.6095183916192,0.358435455182444,180860,332740
1,0,0.249863,2,1,5.48091278473358,0.342235880987832,180900,332740
1,0,0.277084,2,1,5.39845805640179,0.336820410325017,180940,332740
1,0,0.298835,2,1,5.35459245264691,0.33847413504063,180980,332740
1,0,0.331446,2,3,5.30370486926862,0.343616725798659,181020,332740
1,0,0.358606,2,3,5.28201595424901,0.353190938540591,181060,332740
1,0,0.385807,2,3,5.26510641974976,0.356600262019197,181100,332740
1,0,0.407552,2,3,5.26334521899545,0.355050793129557,181140,332740
1,0,0.445569,2,1,5.20866845194001,0.360618473274741,181180,332740
1,0,0.472773,2,3,5.17794554502506,0.379203914197368,181220,332740
1,0,0.505383,2,3,5.13102299102002,0.399927644596576,181260,332740
1,0,0.532548,2,3,5.1006957740557,0.418982249873657,181300,332740
1,0,0.554289,2,2,5.0817258291072,0.436241622945856,181340,332740
1,0,0,1,1,6.80664722398533,0.34512286542009,180540,332700
1,0,0.0054321,1,1,6.71286302013891,0.339398724561828,180580,332700
1,0,0.0373369,1,1,6.51978884698149,0.334619847856056,180620,332700
1,0,0.0703468,1,1,6.30485300843941,0.328595488290303,180660,332700
1,0,0.0975136,1,1,6.09654845672674,0.327971227763392,180700,332700
1,0,0.135692,1,1,5.9215633316357,0.344351983293625,180740,332700
